code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_score
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,82.0
GGG,2013J,M,North Western Region,Lower Than A Level,10-20,35-55,0,90,Y,Withdrawn,80.0
GGG,2013J,F,South West Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,72.22222222222223
GGG,2013J,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,80.0
GGG,2013J,M,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,92.5
GGG,2013J,F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,58.0
GGG,2013J,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Distinction,91.88888888888889
GGG,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,87.77777777777777
GGG,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,78.75
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,
GGG,2013J,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,77.22222222222223
GGG,2013J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,65.0
GGG,2013J,F,London Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,84.11111111111111
GGG,2013J,F,Yorkshire Region,HE Qualification,50-60%,35-55,0,30,N,Pass,70.0
GGG,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,88.22222222222223
GGG,2013J,F,London Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,92.77777777777777
GGG,2013J,F,North Region,A Level or Equivalent,0-10%,35-55,0,30,N,Distinction,83.33333333333333
GGG,2013J,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,84.28571428571429
GGG,2013J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,84.44444444444444
GGG,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,Y,Distinction,91.11111111111111
GGG,2013J,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,79.85714285714286
GGG,2013J,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Pass,87.77777777777777
GGG,2013J,F,North Region,A Level or Equivalent,10-20,35-55,0,30,N,Fail,63.0
GGG,2013J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,
GGG,2013J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,87.22222222222223
GGG,2013J,F,South Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,81.11111111111111
GGG,2013J,F,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,93.33333333333333
GGG,2013J,F,East Anglian Region,HE Qualification,70-80%,0-35,0,30,N,Pass,68.77777777777777
GGG,2013J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,75.0
GGG,2013J,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,81.25
GGG,2013J,F,North Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,64.77777777777777
GGG,2013J,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,83.5
GGG,2013J,F,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,83.77777777777777
GGG,2013J,F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail,
GGG,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,76.71428571428571
GGG,2013J,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,85.0
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,Withdrawn,70.0
GGG,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,91.85714285714286
GGG,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,85.88888888888889
GGG,2013J,F,North Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,50.0
GGG,2013J,F,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,77.5
GGG,2013J,F,South Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,90.0
GGG,2013J,M,South East Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,82.22222222222223
GGG,2013J,M,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,80.0
GGG,2013J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,92.33333333333333
GGG,2013J,M,North Region,Lower Than A Level,30-40%,0-35,0,30,Y,Pass,80.88888888888889
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,80.88888888888889
GGG,2013J,F,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,63.55555555555556
GGG,2013J,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,87.375
GGG,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,93.33333333333333
GGG,2013J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,45.0
GGG,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,75.75
GGG,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,50.714285714285715
GGG,2013J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,60.333333333333336
GGG,2013J,F,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,86.11111111111111
GGG,2013J,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail,80.0
GGG,2013J,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass,92.22222222222223
GGG,2013J,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,68.0
GGG,2013J,F,South Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,
GGG,2013J,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,Y,Pass,74.66666666666667
GGG,2013J,F,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Withdrawn,60.0
GGG,2013J,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,83.33333333333333
GGG,2013J,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,88.88888888888889
GGG,2013J,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,63.75
GGG,2013J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,67.8
GGG,2013J,F,North Western Region,HE Qualification,50-60%,0-35,0,30,N,Pass,88.33333333333333
GGG,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn,59.375
GGG,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,61.0
GGG,2013J,F,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,75.71428571428571
GGG,2013J,M,North Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction,84.88888888888889
GGG,2013J,F,South West Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,85.0
GGG,2013J,F,North Western Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,89.875
GGG,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,83.75
GGG,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,85.0
GGG,2013J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Distinction,81.875
GGG,2013J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,
GGG,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,78.33333333333333
GGG,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,66.66666666666667
GGG,2013J,M,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction,86.85714285714286
GGG,2013J,F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction,83.5
GGG,2013J,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,Y,Withdrawn,90.0
GGG,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,89.375
GGG,2013J,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,83.0
GGG,2013J,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,76.66666666666667
GGG,2013J,M,London Region,Post Graduate Qualification,20-30%,35-55,0,30,N,Withdrawn,
GGG,2013J,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,57.857142857142854
GGG,2013J,M,North Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,81.66666666666667
GGG,2013J,F,North Region,Lower Than A Level,10-20,35-55,0,30,N,Withdrawn,
GGG,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,81.11111111111111
GGG,2013J,M,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,86.77777777777777
GGG,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,79.44444444444444
GGG,2013J,F,North Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,73.0
GGG,2013J,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,89.57142857142857
GGG,2013J,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,64.66666666666667
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail,
GGG,2013J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,
GGG,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,71.42857142857143
GGG,2013J,M,London Region,Lower Than A Level,30-40%,35-55,0,30,Y,Fail,67.22222222222223
GGG,2013J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail,66.11111111111111
GGG,2013J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,85.88888888888889
GGG,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,68.0
GGG,2013J,F,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,83.88888888888889
GGG,2013J,F,South East Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,80.33333333333333
GGG,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,80.33333333333333
GGG,2013J,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction,72.11111111111111
GGG,2013J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Distinction,82.14285714285714
GGG,2013J,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,78.88888888888889
GGG,2013J,M,South East Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,70.0
GGG,2013J,F,North Region,A Level or Equivalent,10-20,0-35,0,30,N,Distinction,81.11111111111111
GGG,2013J,F,South West Region,A Level or Equivalent,40-50%,35-55,0,30,N,Withdrawn,85.0
GGG,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,
GGG,2013J,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,80.0
GGG,2013J,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,81.75
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,88.75
GGG,2013J,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,87.0
GGG,2013J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,73.0
GGG,2013J,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,77.0
GGG,2013J,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,
GGG,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,77.5
GGG,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,N,Distinction,88.33333333333333
GGG,2013J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,76.11111111111111
GGG,2013J,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,
GGG,2013J,F,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,73.0
GGG,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,53.333333333333336
GGG,2013J,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,85.55555555555556
GGG,2013J,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,88.44444444444444
GGG,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,79.5
GGG,2013J,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,78.55555555555556
GGG,2013J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn,73.75
GGG,2013J,F,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,71.66666666666667
GGG,2013J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,62.333333333333336
GGG,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,78.66666666666667
GGG,2013J,F,London Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,82.25
GGG,2013J,F,South West Region,Lower Than A Level,70-80%,0-35,0,30,Y,Pass,68.33333333333333
GGG,2013J,F,South West Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,51.0
GGG,2013J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,83.88888888888889
GGG,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,73.44444444444444
GGG,2013J,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,53.333333333333336
GGG,2013J,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,84.22222222222223
GGG,2013J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,93.125
GGG,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,
GGG,2013J,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction,83.75
GGG,2013J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,105,Y,Distinction,78.33333333333333
GGG,2013J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,
GGG,2013J,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,87.22222222222223
GGG,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,30,Y,Fail,75.66666666666667
GGG,2013J,F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,82.14285714285714
GGG,2013J,F,North Western Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,64.44444444444444
GGG,2013J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,82.77777777777777
GGG,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,80.55555555555556
GGG,2013J,F,London Region,No Formal quals,50-60%,0-35,0,30,N,Pass,76.33333333333333
GGG,2013J,F,London Region,Lower Than A Level,0-10%,35-55,0,30,N,Distinction,94.375
GGG,2013J,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,80.875
GGG,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction,92.22222222222223
GGG,2013J,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Distinction,83.66666666666667
GGG,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,83.55555555555556
GGG,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,88.88888888888889
GGG,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,50.0
GGG,2013J,F,North Western Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail,72.0
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,91.25
GGG,2013J,F,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,86.66666666666667
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,Y,Distinction,90.55555555555556
GGG,2013J,F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,73.33333333333333
GGG,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,83.22222222222223
GGG,2013J,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,88.33333333333333
GGG,2013J,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,52.77777777777778
GGG,2013J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,Y,Pass,75.125
GGG,2013J,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Distinction,84.88888888888889
GGG,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,83.33333333333333
GGG,2013J,F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,77.33333333333333
GGG,2013J,F,London Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,67.44444444444444
GGG,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,84.66666666666667
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,85.71428571428571
GGG,2013J,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,90.77777777777777
GGG,2013J,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,84.44444444444444
GGG,2013J,F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,75.0
GGG,2013J,F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,
GGG,2013J,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,50.714285714285715
GGG,2013J,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,95.55555555555556
GGG,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,80.25
GGG,2013J,F,South East Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,86.66666666666667
GGG,2013J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,
GGG,2013J,F,London Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,61.42857142857143
GGG,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,82.375
GGG,2013J,F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Withdrawn,
GGG,2013J,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,88.125
GGG,2013J,F,South Region,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction,86.875
GGG,2013J,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction,80.55555555555556
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,Y,Pass,66.88888888888889
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,92.44444444444444
GGG,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,85.71428571428571
GGG,2013J,F,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn,85.0
GGG,2013J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,86.11111111111111
GGG,2013J,F,East Anglian Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,
GGG,2013J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,87.0
GGG,2013J,F,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,Pass,91.5
GGG,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,78.88888888888889
GGG,2013J,F,North Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,74.44444444444444
GGG,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,88.33333333333333
GGG,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Pass,83.375
GGG,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,75.44444444444444
GGG,2013J,F,South Region,HE Qualification,40-50%,35-55,0,30,N,Fail,74.22222222222223
GGG,2013J,F,South West Region,No Formal quals,30-40%,0-35,0,30,N,Pass,82.22222222222223
GGG,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass,85.55555555555556
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,82.33333333333333
GGG,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,78.33333333333333
GGG,2013J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,63.666666666666664
GGG,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,82.11111111111111
GGG,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,Y,Fail,41.666666666666664
GGG,2013J,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,83.57142857142857
GGG,2013J,F,South West Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,
GGG,2013J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,86.55555555555556
GGG,2013J,F,South West Region,HE Qualification,20-30%,0-35,0,30,N,Pass,77.77777777777777
GGG,2013J,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,45.0
GGG,2013J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,89.77777777777777
GGG,2013J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,67.22222222222223
GGG,2013J,F,North Western Region,No Formal quals,0-10%,0-35,0,30,N,Withdrawn,55.0
GGG,2013J,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,70.0
GGG,2013J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,Y,Pass,70.57142857142857
GGG,2013J,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,70.33333333333333
GGG,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,84.88888888888889
GGG,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,79.44444444444444
GGG,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail,56.5
GGG,2013J,M,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,
GGG,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,85.77777777777777
GGG,2013J,F,West Midlands Region,No Formal quals,10-20,0-35,0,30,N,Pass,87.85714285714286
GGG,2013J,F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,59.0
GGG,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass,78.0
GGG,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,77.0
GGG,2013J,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,87.14285714285714
GGG,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Pass,92.77777777777777
GGG,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Fail,74.0
GGG,2013J,F,South Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Fail,
GGG,2013J,M,London Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,
GGG,2013J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,77.44444444444444
